,name,rating,state,regions
1595,Hilton Garden Inn Salina,4.5,KS,M
1596,Wyndham Visalia,4.1,CA,W
1597,Salvatore's Garden Place Hotel,4.1,NY,N
1598,Siena at Bella Collina,4.4,FL,S
1599,Quality Inn,0.0,CA,W
1600,The Hotel June,4.4,CA,W
1601,Hotel On Phillips Sioux Falls,4.8,SD,M
1602,Seminole Hard Rock Hotel & Casino - Hollywood FL,4.4,FL,S
1603,Mohegan Sun Pocono,4.0,PA,N
1604,Quality Inn & Suites Blue Springs - Kansas City,3.9,MO,M
1605,Hilton Bellevue,4.2,WA,W
1606,Hampton Inn Brentwood,4.1,CA,W
1607,Anaheim Marriott,4.4,CA,W
1608,Hampton Inn & Suites Valdosta/Conference Center,4.3,GA,S
1609,W Miami,4.6,FL,S
1610,The Vendue Charleston's Art Hotel (Historic District),4.5,SC,S
1611,The Grand Orlando Resort at Celebration,3.3,FL,S
1612,Staybridge Suites Peoria-Downtown,4.2,IL,M
1613,Wyndham Garden Stillwater,4.0,OK,S
1614,Hampton Inn & Suites Fort Worth Downtown,4.6,TX,S
1615,Acqualina Resort & Residences On The Beach,4.7,FL,S
1616,Holiday Inn Express & Suites Germantown - Gaithersburg,4.2,MD,N
1617,Residence Inn by Marriott Weehawken Port Imperial,4.4,NJ,N
1618,Comfort Suites South,4.2,IN,M
1620,Hilton Wilmington/Christiana,4.4,DE,N
1621,Home2 Suites by Hilton Amherst Buffalo,4.4,NY,N
1622,Shilo Inns Killeen,4.1,TX,S
1623,Ocean Sky Hotel & Resort,3.8,FL,S
1624,Best Western Plus Prairie Inn,4.4,OR,W
1625,Westminster Hotel,4.0,NJ,N
1626,Residence Inn by Marriott Charlotte Steele Creek,4.7,NC,S
1627,Zota Beach Resort,4.4,FL,S
1628,The Westin Huntsville,4.4,AL,S
1629,816 Hotel Westport Country Club Plaza Ascend Hotel Collection,3.7,MO,M
1630,The Grand at the Bedford Village Inn,4.7,NH,N
1631,Hampton Inn & Suites Wilson I-95,4.2,NC,S
1632,Renaissance Portsmouth-Norfolk Waterfront Hotel,4.2,VA,S
1633,Hampton Inn West Des Moines Lake Drive,4.4,IA,M
1634,The Surgeon's House,4.8,AZ,W
1635,Quality Inn & Suites,4.1,IL,M
1636,The Westin Pasadena,4.4,CA,W
1637,The Ritz-Carlton Tysons Corner,4.6,VA,S
1638,The Westin Desert Willow Villas Palm Desert,4.6,CA,W
1639,Fairfield Inn & Suites by Marriott San Jose North/Silicon Valley,4.6,CA,W
1640,Cotton Court Hotel,4.5,TX,S
1641,Hilton Madison Monona Terrace,4.4,WI,M
1642,Loews Ventana Canyon Resort,4.6,AZ,W
1643,TownePlace Suites by Marriott Clovis,4.4,NM,W
1644,Franciscan Inn Motel,3.1,CA,W
1646,Luxor Hotel & Casino,4.2,NV,W
1647,Hotel Maverick,4.4,CO,W
1648,Hyatt Regency Huntington Beach Resort And Spa,4.6,CA,W
1649,Disney's Grand Californian Hotel & Spa,4.7,CA,W
1650,Club Quarters Hotel Philadelphia Rittenhouse Square,4.0,PA,N
